poi_id,poi_name,original_share,counterfactual_share,share_change,dist_to_removed_m,freq,category
Halal Grill|40.690863|-73.989727,Halal Grill,8.232731311821082e-05,9.299872317884853e-05,1.0671410060637715e-05,361.8590803403011,17,Limited-Service Restaurants
Fulton Hot Dog King|40.690018|-73.984273,Fulton Hot Dog King,0.00015500037851451127,0.0001655364233356566,1.053604482114534e-05,532.0767612667764,27,Limited-Service Restaurants
Kaffe|40.693600|-73.991869,Kaffe,0.00021889033158105283,0.0002293045206657323,1.0414189084679458e-05,323.90239864389025,24,Full-Service Restaurants
Renaissance Property Mgrs|40.693708|-73.988180,Renaissance Property Mgrs,4.4620844167901736e-05,5.4906720332771844e-05,1.0285876164870108e-05,20.154189811816728,28,Full-Service Restaurants
New York Colonics|40.689259|-73.985298,New York Colonics,0.00015675260734230367,0.00016697152326868058,1.0218915926376914e-05,561.0799461442157,14,Full-Service Restaurants
Little Caesars|40.691693|-73.985159,Little Caesars,5.32827679281103e-05,6.32017646286923e-05,9.918996700582008e-06,341.9473699788307,64,Full-Service Restaurants
Brooklyn BBQ|40.697944|-73.991754,Brooklyn BBQ,5.042946470632673e-05,6.0328382962520313e-05,9.898918256193582e-06,551.8720875824228,22,Full-Service Restaurants
Tio Pio|40.690391|-73.991872,Tio Pio,0.0002275565207382632,0.00023731588107964033,9.759360341377125e-06,502.7121074468084,22,Full-Service Restaurants
Panda Express|40.692069|-73.988017,Panda Express,0.00010433094895734428,0.00011400454778695108,9.673598829606806e-06,198.7165123824752,31,Limited-Service Restaurants
Shake Shack|40.692092|-73.988551,Shake Shack,6.993480039780877e-05,7.929045227453512e-05,9.355651876726353e-06,200.78733637173164,19,Limited-Service Restaurants
Subway|40.692986|-73.969951,Subway,7.727160561524075e-05,8.659381667367628e-05,9.32221105843553e-06,1528.2992550557024,9,Limited-Service Restaurants
Jeef Jeel|40.692788|-73.991272,Jeef Jeel,0.00019821888404466764,0.00020743280360797364,9.213919563306002e-06,297.08654087031874,37,Snack and Nonalcoholic Beverage Bars
McDonald's|40.690833|-73.986228,McDonald's,0.00013892250972122227,0.00014797292764735947,9.050417926137195e-06,369.2992926109686,18,Limited-Service Restaurants
Grand Army|40.688241|-73.986547,Grand Army,3.697502789438363e-05,4.587645699878767e-05,8.901429104404036e-06,636.95566085455,12,Full-Service Restaurants
Hadramout Restaurant|40.689936|-73.993820,Hadramout Restaurant,6.52004804403136e-05,7.406103806627448e-05,8.860557625960875e-06,653.6885863509227,14,Full-Service Restaurants
La Rosa & Son Pizzeria|40.688303|-73.989541,La Rosa & Son Pizzeria,7.950870783525135e-05,8.81256489296326e-05,8.616941094381257e-06,630.2669143866541,15,Full-Service Restaurants
Mr Fulton|40.689259|-73.981444,Mr Fulton,6.685224788705773e-05,7.539903723129834e-05,8.546789344240614e-06,755.4748907441897,7,Full-Service Restaurants
No 1 Chinese Restaurant|40.687564|-73.977158,No 1 Chinese Restaurant,0.00013776353580559133,0.0001462858602800823,8.52232447449096e-06,1153.944443825798,19,Full-Service Restaurants
Poke City|40.691327|-73.990997,Poke City,0.00013313129284420565,0.00014160787369700152,8.476580852795866e-06,375.6980725452117,22,Limited-Service Restaurants
Uglyduckling|40.686015|-73.991093,Uglyduckling,6.059128406762003e-05,6.896892631236393e-05,8.377642244743896e-06,909.0359055998505,13,Full-Service Restaurants
Ganso Ramen|40.688860|-73.983362,Ganso Ramen,0.00012762503002702825,0.00013595013255975695,8.325102532728699e-06,681.3996958907218,17,Full-Service Restaurants
Young's Coffee Shop|40.689236|-73.981423,Young's Coffee Shop,6.83963803589992e-05,7.672047688590397e-05,8.32409652690478e-06,758.5094127534205,31,Full-Service Restaurants
Blue Bottle Coffee|40.687355|-73.989706,Blue Bottle Coffee,3.175239229229738e-05,3.999919982522892e-05,8.246807532931544e-06,736.3667042085916,8,Limited-Service Restaurants
Coco Roco|40.687019|-73.990103,Coco Roco,8.300661781781335e-05,9.118653306569313e-05,8.179915247879781e-06,779.8461199693239,17,Full-Service Restaurants
Starbucks|40.690315|-73.983068,Starbucks,5.6599380578738206e-05,6.440621431463777e-05,7.80683373589956e-06,575.2357710111655,18,Snack and Nonalcoholic Beverage Bars
Brooklyn Deli|40.692279|-73.984480,Brooklyn Deli,5.2354644326943634e-05,5.985896646351404e-05,7.504322136570404e-06,347.7577453238872,6,Limited-Service Restaurants
Pio Bagel|40.693255|-73.981333,Pio Bagel,5.1320139228217215e-05,5.88051631327538e-05,7.4850239045365875e-06,569.5621991086576,1,Supermarkets and Other Grocery (except Convenience) Stores
Thank You Come Again|40.691094|-73.982588,Thank You Come Again,8.07408466645932e-05,8.816667477455358e-05,7.425828109960383e-06,552.9598883468046,18,Full-Service Restaurants
Lait Cafe|40.690919|-73.988535,Lait Cafe,9.515183962740073e-05,0.00010250380677908622,7.351967151685498e-06,329.21393947317017,19,Snack and Nonalcoholic Beverage Bars
Moge Tee|40.691964|-73.986408,Moge Tee,8.578545017594405e-05,9.312933090059282e-05,7.34388072464877e-06,251.47255841555722,31,Snack and Nonalcoholic Beverage Bars
Konditori|40.687827|-73.989880,Konditori,3.789062324154904e-05,4.4953276063273676e-05,7.0626528217246375e-06,688.0718372216431,10,Snack and Nonalcoholic Beverage Bars
Chicks Isan|40.691378|-73.983260,Chicks Isan,5.610171152520016e-05,6.312348975218534e-05,7.02177822698518e-06,488.33326670878824,16,Full-Service Restaurants
Pierogi Boys|40.691052|-73.982953,Pierogi Boys,4.017163758626493e-05,4.707533436748628e-05,6.903696781221349e-06,530.3785414687881,8,Full-Service Restaurants
Hibachi King Express|40.691673|-73.986399,Hibachi King Express,6.632871669980017e-05,7.321435381975944e-05,6.885637119959274e-06,279.4818082419335,30,Limited-Service Restaurants
Brooklyn Bridge Bistro|40.696423|-73.988286,Brooklyn Bridge Bistro,7.524559151996371e-05,8.201960110633482e-05,6.774009586371112e-06,286.1776663071104,13,Full-Service Restaurants
Cafe Kitsune|40.686451|-73.985317,Cafe Kitsune,4.812332818474439e-05,5.4892567053137704e-05,6.769238868393316e-06,854.8517847305263,6,Limited-Service Restaurants
Brooklyn Bagel Works|40.689682|-73.979942,Brooklyn Bagel Works,3.56717087792072e-05,4.226130838297832e-05,6.589599603771122e-06,825.7082648485091,10,Snack and Nonalcoholic Beverage Bars
O'Keefe's Bar & Grill|40.692051|-73.991487,O'Keefe's Bar & Grill,6.839639984116383e-05,7.49490877650445e-05,6.552687923880676e-06,353.04739850659195,13,Full-Service Restaurants
La Bagel Delight at Court St|40.691190|-73.991866,La Bagel Delight at Court St,4.03201909523302e-05,4.686852125868247e-05,6.548330306352269e-06,437.976146730056,16,Limited-Service Restaurants
Pollo D' Oro|40.695007|-73.983461,Pollo D' Oro,6.589266187291672e-05,7.241653270221859e-05,6.523870829301876e-06,406.8676858140733,16,Full-Service Restaurants
National|40.687270|-73.976368,National,0.00019971258006141074,0.00020622872760619397,6.516147544783225e-06,1226.8194043710707,36,Full-Service Restaurants
Thai Tai Eatery|40.692305|-73.986750,Thai Tai Eatery,5.842012828066101e-05,6.49329579526916e-05,6.5128296720305895e-06,203.98251827928695,30,Full-Service Restaurants
Mexicali Restaurant|40.689407|-73.992357,Mexicali Restaurant,6.584928651444888e-05,7.218773975146858e-05,6.338453237019699e-06,614.0741050286125,16,Full-Service Restaurants
Depanneur|40.688326|-73.982982,Depanneur,0.0001062391941143914,0.00011256847232921968,6.329278214828278e-06,748.4084199841911,13,Limited-Service Restaurants
Custom House|40.694783|-73.993741,Custom House,8.115574118553544e-05,8.742148379293601e-05,6.2657426074005755e-06,491.403112389859,21,Full-Service Restaurants
Taco Suprema|40.687937|-73.978875,Taco Suprema,7.510966392119062e-05,8.129989857670917e-05,6.190234655518547e-06,1015.1538067262932,10,Full-Service Restaurants
Bella Pizza|40.689497|-73.985996,Bella Pizza,3.5863166431839365e-05,4.197329136704678e-05,6.110124935207417e-06,514.4796688154058,11,Full-Service Restaurants
Hill Country Chicken|40.692428|-73.988428,Hill Country Chicken,5.9909630925378855e-05,6.601307322854894e-05,6.103442303170081e-06,162.08695382491265,29,Full-Service Restaurants
Fletcher's BBQ|40.690754|-73.983036,Fletcher's BBQ,5.836464121975573e-05,6.446195440883196e-05,6.097313189076228e-06,545.0755598883749,19,Full-Service Restaurants
King Dragon|40.689395|-73.981554,King Dragon,5.209783951449372e-05,5.815072439389304e-05,6.052884879399317e-06,738.4294033027546,19,Full-Service Restaurants
Dulcinea Churros|40.691042|-73.982756,Dulcinea Churros,6.343793077013082e-05,6.942873647796675e-05,5.9908057078359274e-06,544.5405040314247,10,Full-Service Restaurants
Nyc Cups Food Truck|40.693824|-73.987635,Nyc Cups Food Truck,8.026387820088171e-05,8.611163404083007e-05,5.847755839948356e-06,34.49755152630652,35,Snack and Nonalcoholic Beverage Bars
Han Dynasty|40.689850|-73.982693,Han Dynasty,9.893256817149894e-05,0.00010468486916938453,5.7523009978855874e-06,633.8812747256133,25,Full-Service Restaurants
Johnso Grocery & Deli|40.694610|-73.982631,Johnso Grocery & Deli,4.963188010013673e-05,5.534107814277417e-05,5.70919804263744e-06,463.8309081558331,8,Limited-Service Restaurants
Sparta Restaurant|40.687938|-73.978441,Sparta Restaurant,5.596766482450267e-05,6.167218882660294e-05,5.704524002100274e-06,1043.2124590000408,27,Full-Service Restaurants
Hanco's Brooklyn Heights|40.694674|-73.993436,Hanco's Brooklyn Heights,3.7257832399338306e-05,4.296132266961031e-05,5.703490270272001e-06,463.7642270741433,12,Full-Service Restaurants
Daigo Handroll Bar|40.690855|-73.982868,Daigo Handroll Bar,2.7007249073074104e-05,3.2696447224228726e-05,5.689198151154623e-06,549.2198918883066,7,Full-Service Restaurants
Fisherman's Dawta|40.686925|-73.984402,Fisherman's Dawta,3.900978914784345e-05,4.459540556573857e-05,5.585616417895116e-06,829.5499241173909,7,Full-Service Restaurants
Valentine's Cafe|40.689394|-73.980647,Valentine's Cafe,4.389382241269065e-05,4.943456068702487e-05,5.540738274334222e-06,796.8038409857742,12,Full-Service Restaurants
Dos Toros Taqueria|40.691995|-73.991492,Dos Toros Taqueria,4.887480864926144e-05,5.438989646300464e-05,5.515087813743206e-06,356.96769116038314,22,Limited-Service Restaurants
Papaya King|40.688662|-73.981055,Papaya King,5.202324409628341e-05,5.744604522270232e-05,5.4228011264189095e-06,824.9742251927148,20,Limited-Service Restaurants
Brooklyn Deli Corporation|40.691006|-73.988762,Brooklyn Deli Corporation,2.6707430946562686e-05,3.212561852048761e-05,5.418187573924923e-06,322.6670481594086,13,Full-Service Restaurants
Metro Food Corporation|40.688335|-73.981508,Metro Food Corporation,3.612316433939033e-05,4.147355882217647e-05,5.3503944827861395e-06,824.8433895506117,14,Full-Service Restaurants
Bites of Xi'an|40.687961|-73.981970,Bites of Xi'an,4.9236820048609416e-05,5.448155848020544e-05,5.2447384315960276e-06,831.7203932489008,13,Full-Service Restaurants
Iron Chef House|40.697240|-73.992604,Iron Chef House,0.0001452893394539939,0.00015051889739486985,5.2295579408759415e-06,538.0620131581821,18,Full-Service Restaurants
Bar Tabac|40.687381|-73.990274,Bar Tabac,4.079153512544253e-05,4.5990332523984176e-05,5.198797398541646e-06,744.1742616916453,12,Full-Service Restaurants
Halal Cart|40.689236|-73.992365,Halal Cart,7.996792424965798e-05,8.516645094278937e-05,5.198526693131383e-06,629.8834240906707,20,Full-Service Restaurants
Metro EATS|40.688416|-73.989098,Metro EATS,3.9627712299376036e-05,4.4804321529649395e-05,5.176609230273359e-06,611.4175635364031,15,Limited-Service Restaurants
Van Leeuwen Artisan Ice Cream|40.686755|-73.990228,Van Leeuwen Artisan Ice Cream,3.0491277804096147e-05,3.5552959269306866e-05,5.061681465210719e-06,810.8205876643041,10,Limited-Service Restaurants
Queen Italian Restaurant|40.691378|-73.991904,Queen Italian Restaurant,0.0002028620774318601,0.00020784142715596073,4.979349724100625e-06,426.54625148978255,10,Full-Service Restaurants
King Halal Cart|40.692732|-73.988436,King Halal Cart,6.0106492074393084e-05,6.498724489641262e-05,4.8807528220195335e-06,129.32207074543558,28,Limited-Service Restaurants
Piz zetta|40.691211|-73.990637,Piz zetta,2.2526642757831173e-05,2.737781161979768e-05,4.8511688619665085e-06,366.5621757849717,12,Full-Service Restaurants
Krescendo|40.687357|-73.986335,Krescendo,3.681847452329905e-05,4.155214982559913e-05,4.733675302300079e-06,736.8479251820168,10,Full-Service Restaurants
DOMODOMO To Go Brooklyn|40.691659|-73.985181,DOMODOMO To Go Brooklyn,1.8897309302345575e-05,2.3616011753149793e-05,4.7187024508042176e-06,343.3113406271494,8,Limited-Service Restaurants
Cucina La Traviata|40.692883|-73.992702,Cucina La Traviata,1.8842380319176736e-05,2.3426442649899918e-05,4.5840623307231826e-06,407.50533950006184,10,Full-Service Restaurants
Fulton Food|40.689773|-73.982728,Fulton Food,4.4450384562743374e-05,4.895755471689819e-05,4.507170154154814e-06,637.8510650382324,17,Full-Service Restaurants
The Burger Bar by Wegmans|40.698898|-73.979369,The Burger Bar by Wegmans,2.690087758129455e-05,3.138460318932577e-05,4.483725608031218e-06,921.3828281727765,12,Full-Service Restaurants
U gu|40.693943|-73.962855,U gu,1.6867215921805785e-05,2.129939980086301e-05,4.432183879057225e-06,2123.497997596469,2,Full-Service Restaurants
Brooklyn Brewhouse|40.691251|-73.984102,Brooklyn Brewhouse,1.3633679348251158e-05,1.8059003660974367e-05,4.425324312723209e-06,440.73723678811876,5,Full-Service Restaurants
Fort Greene Deli 2|40.693105|-73.973689,Fort Greene Deli 2,7.36213439727931e-06,1.1785211051686225e-05,4.423076654406915e-06,1212.9642209275366,8,Limited-Service Restaurants
Au Bon Pain|40.693627|-73.986549,Au Bon Pain,3.7047129124633735e-05,4.1461584498950266e-05,4.414455374316531e-06,128.42253664873198,21,Limited-Service Restaurants
Metro King|40.688795|-73.981231,Metro King,3.0184294688221664e-05,3.458025887396128e-05,4.3959641857396155e-06,804.0244959256144,7,Full-Service Restaurants
Casella Bagel Coffee Shop|40.692064|-73.986028,Casella Bagel Coffee Shop,5.1223370310787535e-05,5.554910399768813e-05,4.325733686900598e-06,261.7956290820675,20,Snack and Nonalcoholic Beverage Bars
Sunny's Bagels|40.689710|-73.979762,Sunny's Bagels,4.541786365111326e-05,4.973109610106245e-05,4.313232449949193e-06,836.5834332888796,9,Snack and Nonalcoholic Beverage Bars
128 Dumpling House|40.694666|-73.994210,128 Dumpling House,3.310385655460391e-05,3.7363802081609024e-05,4.259945527005115e-06,527.7538689568785,12,Full-Service Restaurants
Bella Pizzeria Restaurant|40.689569|-73.985938,Bella Pizzeria Restaurant,7.34204504402548e-05,7.767214407379467e-05,4.251693633539871e-06,508.6288931078155,23,Full-Service Restaurants
Starbucks|40.688574|-73.992765,Starbucks,4.6043847072379e-05,5.027731991078248e-05,4.23347283840348e-06,709.5952170153182,31,Snack and Nonalcoholic Beverage Bars
Starbucks|40.691525|-73.984109,Starbucks,5.1919279552940674e-05,5.609914806502454e-05,4.179868512083868e-06,420.8738926464298,8,Snack and Nonalcoholic Beverage Bars
The Atlantic ChipShop|40.690775|-73.995768,The Atlantic ChipShop,5.326431269287677e-05,5.744346622139205e-05,4.179153528515281e-06,735.9808769306351,16,Full-Service Restaurants
Bond Street Vegan|40.686534|-73.984990,Bond Street Vegan,7.556896625863093e-06,1.1712329479621655e-05,4.155432853758562e-06,853.8659123993145,2,Full-Service Restaurants
Two Tablespoons|40.690970|-73.982894,Two Tablespoons,6.195765678697037e-05,6.607108218210875e-05,4.113425395138378e-06,539.7812628220065,11,Full-Service Restaurants
Black Seed Bagels|40.690028|-73.992043,Black Seed Bagels,4.975239512230465e-05,5.382220954781363e-05,4.069814425508984e-06,543.1128513416184,28,Snack and Nonalcoholic Beverage Bars
Medina|40.692372|-73.987019,Medina,5.178740137848269e-05,5.578050617186025e-05,3.993104793377562e-06,186.19395054509494,36,Full-Service Restaurants
Simple NYC Downtown Brooklyn|40.688407|-73.988220,Simple NYC Downtown Brooklyn,5.393977134750397e-05,5.7920444639751546e-05,3.980673292247577e-06,606.0869868719207,19,Full-Service Restaurants
Bk Jani|40.691059|-73.982810,Bk Jani,7.864420218751262e-05,8.260739202182875e-05,3.963189834316129e-06,539.729235464733,13,Full-Service Restaurants
Carroll Gardens Classic Diner|40.686464|-73.990490,Carroll Gardens Classic Diner,3.114843559208029e-05,3.507138981366392e-05,3.922954221583633e-06,847.4709068029725,11,Limited-Service Restaurants
Masa Empanadas|40.683234|-73.966596,Masa Empanadas,5.330377484620733e-05,5.719069501120974e-05,3.886920165002411e-06,2159.791411541095,9,Snack and Nonalcoholic Beverage Bars
Starbucks|40.692050|-73.987555,Starbucks,1.695410595805772e-05,2.0822085102162335e-05,3.867979144104614e-06,204.97245569615092,6,Limited-Service Restaurants
Jolie|40.688042|-73.988170,Jolie,3.885275057521357e-05,4.2683371829850856e-05,3.8306212546372886e-06,646.5773734706487,6,Full-Service Restaurants
Starbucks|40.692857|-73.983840,Starbucks,5.2844836949919327e-05,5.660675615930366e-05,3.761919209384336e-06,371.2742718158571,6,Snack and Nonalcoholic Beverage Bars
The Soul Spot|40.688298|-73.988787,The Soul Spot,4.013449949756233e-05,4.386318615377756e-05,3.728686656215234e-06,621.2051631565004,5,Full-Service Restaurants
Downtown Ale House|40.691014|-73.988733,Downtown Ale House,4.654134158292032e-05,5.024695409327141e-05,3.7056125103510863e-06,321.3411597375727,15,Full-Service Restaurants
Hungry Ghost Coffee|40.689666|-73.980193,Hungry Ghost Coffee,6.47961234701255e-05,6.847553906483902e-05,3.679415594713513e-06,809.3161893560053,23,Snack and Nonalcoholic Beverage Bars
Olga Coffee Shop|40.691422|-73.986435,Olga Coffee Shop,2.792837962483445e-05,3.1583428089823416e-05,3.6550484649889645e-06,302.66663096856183,15,Full-Service Restaurants
Cafe Chili|40.687999|-73.993381,Cafe Chili,1.964316721939129e-05,2.328836833998982e-05,3.6452011205985314e-06,791.6939686961297,6,Full-Service Restaurants
Chung Hing|40.688844|-73.992592,Chung Hing,3.363834822112603e-05,3.721205180996544e-05,3.5737035888394063e-06,676.5766945316738,22,Full-Service Restaurants
Dunkin'|40.687988|-73.981901,Dunkin',5.6189666595755354e-05,5.974277313446929e-05,3.5531065387139384e-06,832.9598651401038,8,Snack and Nonalcoholic Beverage Bars
Tenichi Ramen Cobble Hill|40.687771|-73.989906,Tenichi Ramen Cobble Hill,3.28058058052296e-05,3.634365857047298e-05,3.537852765243379e-06,694.6328802747968,10,Full-Service Restaurants
Burger Fix|40.689633|-73.978137,Burger Fix,1.3155720617096485e-05,1.6654786619885454e-05,3.499066002788968e-06,958.0693329648388,3,Limited-Service Restaurants
Bowery Restaurant Supply|40.702501|-73.982253,Bowery Restaurant Supply,3.5640301700989906e-05,3.909914272857451e-05,3.458841027584604e-06,1078.0690317360086,12,Full-Service Restaurants
Dekalb Taco|40.691108|-73.983200,Dekalb Taco,1.856083045952903e-05,2.1981817734752083e-05,3.420987275223052e-06,509.92243954880104,4,Full-Service Restaurants
Pete's Waterfront Ale House|40.690557|-73.994925,Pete's Waterfront Ale House,2.032475988767879e-05,2.3714570137267733e-05,3.389810249588944e-06,686.5310835341558,10,Full-Service Restaurants
Boutros|40.690169|-73.993500,Boutros,4.344058744349799e-05,4.679298613676651e-05,3.352398693268522e-06,616.3075325600934,15,Full-Service Restaurants
Starbucks|40.690712|-73.986284,Starbucks,2.9605761937884743e-05,3.295268761260292e-05,3.3469256747181804e-06,379.71893274522375,3,Snack and Nonalcoholic Beverage Bars
Starbucks|40.694990|-73.982837,Starbucks,3.3751203303232094e-05,3.706934628246791e-05,3.3181429792358163e-06,456.5791981978889,5,Snack and Nonalcoholic Beverage Bars
KPOT Korean BBQ & Hot Pot|40.690791|-73.983777,KPOT Korean BBQ & Hot Pot,5.047450932970553e-05,5.372586827303429e-05,3.2513589433287544e-06,495.43283512779277,19,Drinking Places (Alcoholic Beverages)
Smith Street Bar & Kitchen|40.686048|-73.991259,Smith Street Bar & Kitchen,1.1645186621298294e-05,1.488123174384829e-05,3.2360451225499963e-06,909.5920369870336,1,Full-Service Restaurants
Rosa Delia Pizzeria|40.689525|-73.981689,Rosa Delia Pizzeria,2.1963158432187955e-05,2.517852110174975e-05,3.2153626695617935e-06,720.2935938517883,11,Full-Service Restaurants
Next Level Clucker|40.686144|-73.978367,Next Level Clucker,4.118147240815803e-05,4.435777362518205e-05,3.1763012170240253e-06,1183.5475583314087,23,Limited-Service Restaurants
100 Mr Lin|40.690995|-73.982920,100 Mr Lin,1.2183410656504998e-05,1.5345928465421936e-05,3.1625178089169377e-06,536.3667223817599,2,Full-Service Restaurants
Starbucks|40.684577|-73.977477,Starbucks,3.368148950509231e-05,3.6842615543308155e-05,3.1611260382158468e-06,1363.1052819313425,58,Snack and Nonalcoholic Beverage Bars
M O B|40.685265|-73.980148,M O B,3.718684671579193e-05,4.033302528444559e-05,3.1461785686536653e-06,1164.2766728902673,17,Full-Service Restaurants
Kota Cafe|40.686246|-73.983563,Kota Cafe,3.213361099065746e-05,3.5224858413470054e-05,3.091247422812593e-06,926.6361808540944,8,Limited-Service Restaurants
Checkers Drive-In Restaurants|40.690595|-73.991585,Checkers Drive-In Restaurants,1.1375955429820834e-05,1.4458518343214204e-05,3.08256291339337e-06,469.800563998126,42,Limited-Service Restaurants
Original California Taqueria|40.687660|-73.993197,Original California Taqueria,2.745349049010477e-05,3.052486977731558e-05,3.071379287210812e-06,814.6008928284806,9,Full-Service Restaurants
Fulton Landing Seafood|40.690762|-73.982665,Fulton Landing Seafood,2.1501333781035234e-05,2.455426432810055e-05,3.0529305470653172e-06,569.1011346179754,7,Full-Service Restaurants
The Gumbo Bros|40.689294|-73.991876,The Gumbo Bros,3.55306044926061e-05,3.855579956284243e-05,3.02519507023633e-06,601.5101935622271,11,Full-Service Restaurants
Xi'an Famous Foods|40.692125|-73.986686,Xi'an Famous Foods,1.557698289297888e-05,1.859721169380369e-05,3.0202288008248083e-06,223.87019656285213,26,Limited-Service Restaurants
Cafe Pedlar|40.686910|-73.993880,Cafe Pedlar,2.27027101719311e-05,2.5714473059423497e-05,3.0117628874923975e-06,915.8705936583248,4,Snack and Nonalcoholic Beverage Bars
The Little Sweet Cafe|40.688104|-73.986636,The Little Sweet Cafe,2.8533160473901104e-05,3.1485528733717806e-05,2.9523682598167024e-06,650.485883761362,9,Snack and Nonalcoholic Beverage Bars
Ils Wayport|40.691375|-73.991736,Ils Wayport,5.645777339792114e-05,5.9408721575374035e-05,2.9509481774528913e-06,416.0558494613562,25,Full-Service Restaurants
Red Lantern Bicycles|40.693344|-73.972425,Red Lantern Bicycles,2.3880719750928818e-05,2.680038607824659e-05,2.9196663273177717e-06,1317.8806718439216,14,Snack and Nonalcoholic Beverage Bars
Celebritea Cafe|40.689664|-73.979925,Celebritea Cafe,2.7072948894649336e-05,2.9951147543642924e-05,2.8781986489935883e-06,828.0192507247361,12,Snack and Nonalcoholic Beverage Bars
Mullanes Bar & Grill|40.687267|-73.975460,Mullanes Bar & Grill,3.248211103648213e-05,3.532574137939474e-05,2.8436303429126114e-06,1289.2393244660852,17,Full-Service Restaurants
Izakaya On Smith|40.685698|-73.991306,Izakaya On Smith,2.6222753892014788e-05,2.903544760384377e-05,2.812693711828981e-06,947.9538263792884,4,Full-Service Restaurants
Sottocasa Pizzeria|40.688340|-73.988994,Sottocasa Pizzeria,6.274083409882074e-06,8.991250780584744e-06,2.7171673707026697e-06,618.580779561984,3,Full-Service Restaurants
Joe & Sal's Pizza Of Fort Greene|40.693402|-73.972149,Joe & Sal's Pizza Of Fort Greene,1.2532591364553146e-05,1.5245979336303053e-05,2.713387971749907e-06,1340.8696740302637,8,Full-Service Restaurants
Ample Hills Creamery|40.690990|-73.982975,Ample Hills Creamery,1.8346248705050735e-05,2.104053934429925e-05,2.6942906392485163e-06,532.9727142401608,8,Limited-Service Restaurants
Montague Street Bagels|40.694894|-73.995129,Montague Street Bagels,1.704772915867313e-05,1.9706992261498936e-05,2.6592631028258074e-06,608.5355344937369,8,Limited-Service Restaurants
Zerda Mediterranean Cuisine|40.688290|-73.989235,Zerda Mediterranean Cuisine,1.2296535453891904e-05,1.4918022006264405e-05,2.621486552372501e-06,627.0310679710598,13,Full-Service Restaurants
Le Pain Quotidien|40.692369|-73.990780,Le Pain Quotidien,1.761167536191935e-05,2.020644504551986e-05,2.5947696836005078e-06,283.94770598271424,26,Limited-Service Restaurants
Absolute Coffee|40.688188|-73.987628,Absolute Coffee,3.542331630856664e-05,3.801491847588914e-05,2.5916021673224983e-06,631.2186783730987,10,Snack and Nonalcoholic Beverage Bars
Fast and Fresh Burrito Deli|40.688092|-73.986985,Fast and Fresh Burrito Deli,4.1376059503947076e-05,4.393704651724132e-05,2.5609870132942456e-06,647.093605561062,16,Limited-Service Restaurants
Doc Popcorn|40.692087|-73.988476,Doc Popcorn,1.2695028840063309e-05,1.5253464494246195e-05,2.558435654182886e-06,200.07810808113408,17,Snack and Nonalcoholic Beverage Bars
Taiki|40.684578|-73.983836,Taiki,1.0881354788285334e-05,1.3359475248270615e-05,2.4781204599852813e-06,1090.9149819961424,4,Full-Service Restaurants
Dot & Line|40.684141|-73.983568,Dot & Line,1.1939351514871732e-05,1.4410229472524049e-05,2.470877957652317e-06,1144.2274744499068,2,Snack and Nonalcoholic Beverage Bars
Fulton Street Bagels|40.688295|-73.980020,Fulton Street Bagels,2.285570390075327e-05,2.5318259295643276e-05,2.462555394890005e-06,916.4132359177752,7,Snack and Nonalcoholic Beverage Bars
Rucola|40.685593|-73.985878,Rucola,1.997822950602687e-05,2.2438300909471634e-05,2.4600714034447652e-06,936.7443445007286,8,Full-Service Restaurants
Campus Gourmet Deli|40.689330|-73.968654,Campus Gourmet Deli,3.2932684293003333e-06,5.751956760560174e-06,2.458688331259841e-06,1710.347287040565,3,Limited-Service Restaurants
Falafel Bros|40.687493|-73.976979,Falafel Bros,1.0032377201033718e-05,1.2489754076416549e-05,2.4573768753828306e-06,1170.7366423533372,3,Full-Service Restaurants
Pardes Restaurant|40.685718|-73.981294,Pardes Restaurant,5.626406112353111e-05,5.8709072797085e-05,2.445011673553889e-06,1068.9031556942687,19,Full-Service Restaurants
Dekalb Deli|40.689612|-73.978434,Dekalb Deli,0.00015224803634794233,0.00015469279688642932,2.444760538486998e-06,937.4966429777704,19,Limited-Service Restaurants
Gold Street Market|40.696662|-73.982973,Gold Street Market,2.3775531439075284e-05,2.6190520951550935e-05,2.414989512475651e-06,529.1319698487769,16,Limited-Service Restaurants
Elberih Deli|40.684888|-73.986069,Elberih Deli,1.019047829910415e-05,1.257485304281453e-05,2.3843747437103802e-06,1010.9762544780822,1,Limited-Service Restaurants
Gage and Tollner|40.691353|-73.987825,Gage and Tollner,3.9803067685989814e-05,4.218501082647299e-05,2.381943140483175e-06,278.9215686464415,12,Full-Service Restaurants
Palmer's|40.693854|-73.982870,Palmer's,3.65716334962264e-05,3.8948229093744396e-05,2.376595597517993e-06,436.0434539270351,12,Full-Service Restaurants
Bari's of Brooklyn Pizzeria|40.688885|-73.983244,Bari's of Brooklyn Pizzeria,5.6182003835591165e-05,5.855433675693086e-05,2.372332921339697e-06,684.9633029052412,15,Full-Service Restaurants
Starbucks|40.686231|-73.990954,Starbucks,4.3066382931242085e-05,4.542798754173092e-05,2.361604610488838e-06,882.6941880607114,14,Snack and Nonalcoholic Beverage Bars
Jarro|40.686800|-73.990922,Jarro,1.466757571493876e-05,1.700141690972538e-05,2.333841194786619e-06,821.3073868442112,10,Full-Service Restaurants
La Bagel Delight at Dumbo|40.702400|-73.988756,La Bagel Delight at Dumbo,2.0089361559372224e-06,4.265230805466695e-06,2.2562946495294725e-06,951.95435125593,3,Limited-Service Restaurants
